Rumor,Lable,sentiment
"Screenshot and story.
","political/bias
",
"Lies, Damned Lies, and Coronavirus Infection Numbers – #PropagandaWatch.
","conspiracy
",
"Coronavirus: Panic Buying Clears Shelves At Costco.
","conspiracy
",
"Iran is TOAST.
","conspiracy
",
"WELL, THAT’S NOT GOOD: GA governor confirms 2 cases of COVID-19 in Fulton County. “According to a …
","political/bias
",
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus #SARSCoV2 #COVID19.
","conspiracy
",
"Just how many people from Iran have traveled?
","conspiracy
",
"Be Better Than This - Don’t let your emotions cloud common sense ⁦.
","conspiracy
",
"It should be a tight fit.
","conspiracy
",
"5G and the China epidemic.
","conspiracy
",
"Have to love the ingenuity of the Chinese (almost guaranteed they stole this from somebody).
","conspiracy
",
"Interesting data on the current state of Chinas economy due to the coronavirus.
","conspiracy
",
"Top medical professor praises Trump’s handling of coronavirus: ‘I’ve never seen one handled better’.
","clickbait
",
"Gov. Cuomo Confirms 2nd Coronavirus Case In New York, Warns Virus Likely ""Spreading In Communities"": Live Updates.
","conspiracy
",
"So much for Coexist: Bernie Sanders and other leftists catcall Mike Pence for prayer to halt coronavirus.
","political/bias
",
"LIKE THE LEFT DICTATORSHIP DOES? Is China Aiming to Blame America for the Coronavirus?
","political/bias
",
"👏👏👏👏👏👏👏😁😁😁😁😁 Shared Right News.
","clickbait
",
"Russia had one the day before yesterday actually. Most or all pneumonia patients are being tested.
","political/bias
",
"Why are Democrats so hateful and vile?
","political/bias
",
"Trump Pressures Federal Reserve To Take Action In Response To Coronavirus The Daily Wire.
","political/bias
",
"He NEVER EVER said anything like that!! The LYING media again should be ashamed of themselves!! So discusting!
","political/bias
",
"The title of this post alone is worth the price of admission (so to speak).
","political/bias
",
"Shocker. 😐.
","political/bias
",
"Coronavirus Outbreak: How Employers & Employees Are Responding.
","conspiracy
",
"How The Super Rich Are Preparing For The Coronavirus.
","conspiracy
",
"Thats 100% correct. He didnt say that. Dont be a schmuck!
","political/bias
",
"Theres even some articles out there supporting this crazy claim, well sort of.
","conspiracy
",
"We know what the corny virus is really for Bundling laws…
","conspiracy
",
"FLORIDA: Baptist Pastor’s Sermon Puts the Coronavirus into a Scientific and Religious Perspective.
","political/bias
",
"How The Super Rich Are Preparing For The Coronavirus I’m not going to say a word on this…
","conspiracy
",
"Why The Coming Economic Collapse Will Not Be Caused By Covid-19 #bitcoin #cryptocurrency.
","conspiracy
",
"The LEFT hates us and wishes ill on us constantly. Why shouldnt their political positions be any different.
","political/bias
",
"Ban travel from South Korea and Italy now to prevent coronavirus spread.
","political/bias
",
"23 Iran MPs & Head Of Emergency Medical Services Confirmed For #Coronavirus #covid19.
","conspiracy
",
"Joe Biden Promotes 3 Debunked Claims Regarding The Coronavirus #news #politics #opinion.
","political/bias
",
"MAGA cetins attacked this article because it contradicted the thinking of the Supreme Leader.
","clickbait
",
"How The Super Rich Are Preparing For The Coronavirus - #zerohedge #FreeZero.
","conspiracy
",
"Shared Microsoft Edge: 23 Iran MPs & Head Of Emergency Medical Services Confirmed For Coronavirus.
","conspiracy
",
"VIDEO - Lies, Damned Lies, and #Coronavirus Infection Numbers – #PropagandaWatch.
","conspiracy
",
"More BS from TJ This guy/gal is a real nutcase...spreading #fakenews and outright lies.
","political/bias
",
"Wow Iranian MPs with Coronavirus That number 23 🤔.
","conspiracy
",
"So now the #Democrats want to try to kill off as many #Trump supporters as possible? Sick. #DemocraticPartyToday.
","political/bias
",
"Get in the bubble.
","conspiracy
",
"What kind of sickos promote infecting others?
","political/bias
",
"Wearers would literally be living in a bubble....
","conspiracy
",
"NYC High School Closes Over ""Suspected Coronavirus Case In Our Community"": Live Updates.
","conspiracy
",
"NYC High School Closes Over ""Suspected #Coronavirus Case In Our Community"": Live Updates.
","conspiracy
",
"(Divorces will rocket) How The Super Rich Are Preparing For The Coronavirus.
","conspiracy
",
"Is this what politics has become wishing a disease on supporters?
","political/bias
",
"So maybe Trumps response to coronavirus didnt destroy the American economy ""...this gives…
","political/bias
",
"Video: CNN Fake News Host Compares ‘Unstoppable’ Bernie Sanders to Deadly Coronavirus.
","conspiracy
",
"Fed Chair “Super Powell” Explains How Slashing Rates 50bps Will Ease #Coronavirus Fears.
","conspiracy
",
"HEH: “More people have dropped out of the Democrat presidential primaries than have died of the corona virus”.
","political/bias
",
"Could the coronavirus revive urban enterprise zones? - American Thinker.
","political/bias
",
"Just the flu? This shit is weaponized. A little bit of this and that including HIV.
","conspiracy
",
"COVID-19 in America: Unknown Unknowns #AAG #AAG2020.
","political/bias
",
"Another shining example of the caring left reaching across the aisle.
","political/bias
",
"WATCH: Dr. Drew says media criticism against VP Pence for his handling of coronavirus is ‘fake news’.
","clickbait
",
"Obama-appointed doctor made the call to bring 14 coronavirus-infected Americans back from Japan.
","clickbait
",
"Ban travel from South Korea and Italy now to prevent coronavirus spread - American Thinker.
","political/bias
",
"2nd Coronavirus Case Confirmed In San Diego As China Sends 2,600 Army ""Medical Staff"" To Wuhan.
","conspiracy
",
"Democrats reallly do want to kill you. Liberalism is a disease. It turns ordinary people in…
","political/bias
",
"Hard to believe that such evil people exist in our government! Who votes for them? Democrats!
","political/bias
",
"IMO we got a problem with the #CDC . They have dropped the ball so many ways in reference to #coronavirus.
","conspiracy
",
"Chinese economy still in trouble because of Coronavirus.
","conspiracy
",
"Of course he didn’t. #FakeNews.
","political/bias
",
"Francis Chan: Too Many Christians Are Isolating Themselves in Coronavirus Outbreak.
","political/bias
",
"These people are E-V-I-L.
","political/bias
",
"Threatens would try to murder Trump supporters.
","political/bias
",
"Heres your young democrat leadership in Colorado.
","political/bias
",
"Wow! Hateful, vile woman!
","political/bias
",
"This article says the CDC actually “owns” the current human form of coronavirus.
","conspiracy
",
"This is exactly what i was telling ..even w/ R naught of 4.6-6.7..this is the reality of th…
","conspiracy
",
"I do not know this Mayor..i personally hate San Antonio..but this Mayor is doing the correct thing..kudos 2 that guy.
","conspiracy
",
"Dow Dumps 1000 Points From Post-Powell-Rate-Cut Highs, Yields Crash To Record Lows What lev…
","conspiracy
",
"Denver Democrat tweets ‘solidarity’ for spreading coronavirus at Trump rallies.
","clickbait
",
"Leave it to to blow up all notions of accurate #coronavirus numbers...
","conspiracy
",
"Breaking News!!!!!!!!!!😱😱😱😱.
","conspiracy
",
"Iran Becomes Ground Zero for #Coronavirus Pandemic Israel Becomes Ground Zero for Cure Theocracy vs democracy.
","political/bias
",
"Coronavirus Dealing Heavy Blow to Airlines.
","conspiracy
",
"Lies, Damned Lies, and Coronavirus Infection Numbers -- Propaganda Watch.
","conspiracy
",
"France Shuts Dozens of Schools In Areas Hit by Coronavirus.
","conspiracy
",
"A Democrat leader says to use Biowarfare on trump supporters.
","political/bias
",
"Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss #NewsandPolitics.
","political/bias
",
"How The Super Rich Are Preparing For The Coronavirus #SARSCoV2 #COVID19.
","conspiracy
",
"would you tell this liberal POS to go to hell? Im guessing not...... DEMOCRATS are scum!
","political/bias
",
"#Iran: Regime Change by #Coronavirus?
","conspiracy
",
"Apologize and resign.
","political/bias
",
"Democrat Councilwoman in Denver hopes people with covid-19 will attend Trump rallies. vvv.
","political/bias
",
"DEMAND THIS HATEFUL MISERABLE DISRESPECTFUL RAT RESIGN HER SEAT IMMEDIATELY.
","political/bias
",
"Gov. Cuomo Confirms 2nd Covid-19 Case In New York, Warns Virus Likely ""Spreading In Communities"": Live Updates.
","conspiracy
",
"I did watch the video.
","political/bias
",
"CV taking out top of Iranian government.
","conspiracy
",
"SHOULD HAVE BEEN DONE ALREADY! Ban travel from South Korea and Italy now to prevent coronavirus spread.
","political/bias
",
"#Macau Gaming Revenue Collapses 87.8% In February #BreakingNews #Coronavirus…
","conspiracy
",
"We are getting closer to being adults about this with each article like this coming out!
","conspiracy
",
"Lies, Damned Lies, and Coronavirus Infection Numbers - Propaganda Watch - Activist Post.
","conspiracy
",
"This Video Shows How Far Those In Power Will Go To Maintain Control Of A Quarantine.
","conspiracy
",
"China Warns Of Looming ""Locust Invasion"" #China #BreakingNews.
","conspiracy
",
"Forced Labor?: #China Pushes 1000s Of #Uyghur #Muslims To Work In Factories #BreakingNews.
","conspiracy
",
"Incubation Period Is 24 Days Not 14 For Coronavirus.
","conspiracy
",
"BBC Publishes Leaked Iran Footage Showing Bagged Bodies Of Covid-19 Victims Piling Up.
","conspiracy
",
"This theory about the source of sars-cov2 coronavirus is interesting.
","conspiracy
",
"These people are disgusting. Denver dem stands in solidarity with wanting to use coronavir*s on Trump supporters.
","political/bias
",
"This woman needs to be quarantined immediately #coronovirususa #FreeAlexJones.
","conspiracy
",
"My advice? Stay away from disgusting Democrats!
","clickbait
",
"Coronavirus patient released “by mistake,” wanders through mall for two hours.
","conspiracy
",
"BBC Publishes Leaked Iran Footage Showing Bagged Bodies Of Covid-19 Victims Piling Up - #zerohedge #FreeZero.
","conspiracy
",
"Doomsday cult member exposes thousands of other “end of days” worshippers to #coronavirus.
","conspiracy
",
"Nate Jackson: China, Nike Team Up With Forced Labor — The Patriot Post.
","political/bias
",
"Nate Jackson: China, Nike Team Up With Forced Labor — The Patriot Post — His shocking! 🤪.
","political/bias
",
"Remarkable. Israel is close to a vaccine, and new bio masks. #coronavirus #COVID19.
","political/bias
",
"RT. Make this go viral.
","clickbait
",
".No surprise here? China, Nike Team Up With Forced Labor.
","political/bias
",
"He did NOT call it a hoax. Stop watching its bad for your brain.
","political/bias
",
"🇰🇬Agent trump, ever the narcissistic sociopath, won’t shed a single tear for a single victim of the coronavirus. 😑.
","political/bias
",
"Lies, Damned Lies, and Coronavirus Infection Numbers — Propaganda Watch.
","conspiracy
",
"Attention POTUS #ThesePeopleAreSick #ThesePeopleAreEvil.
","political/bias
",
"White House Pledge To Deliver 1 Million Coronavirus Tests By Friday Might Be 922,500 Short.
","conspiracy
",
"Australian Officials Admit it’s Now Impossible to Keep Coronavirus Out of Country.
","conspiracy
",
"Theyre Flying It In! - Canadians Furious At Trudeau Government Refuses To Stop Travelers From Iran.
","conspiracy
",
"Ignore what Donald Trump says about the coronavirus, and do what these experts are saying instead.
","political/bias
",
"Democrat Councilwoman Shows Support For Leftists Wanting To Intentionally Spread Coronavirus To Trump Supporters.
","conspiracy
",
"Shes CLEARLY a terrorist funded by OUR own government wheres OUR corrupt Ass .........
","political/bias
",
"What Coronavirus? Bloomberg Licks Fingers, Rips Off Pizza Crust, Throws Back in Box.
","conspiracy
",
"Cernovich Weighs In On Coronavirus.
","conspiracy
",
"Florida Officials Identify Third ""Presumptive"" Coronavirus Case: Live Updates.
","conspiracy
",
"Spending lots of time in China recently?
","conspiracy
",
"And here is some more proof that liberalism is a mental disorder.
","political/bias
",
"Buckle up! People!! It could start to get interesting!! And not in a good way!!
","conspiracy
",
"Pandemic Proportions: #COVID-19 Is Starting To Spiral Out Of Control All Over The Globe.
","conspiracy
",
"zerohedge just ran a story on Iran and the Coronavirus (footage is unbelievable).
","conspiracy
",
"shorter Trumpalumpa argument: “I got mine so FU” meanwhile back in reality.
","conspiracy
",
"Did ⁦Stop Disclosing How Many Americans Are Being Tested For #Covid-19? - Live Updates.
","conspiracy
",
"Here is a New York Dr. Saying this VIRUS Could bust out at the seems By next week!! Do n…
","conspiracy
",
"More govt lies and ineptitude that will cause people do die #COVID19USA.
","conspiracy
",
"Nothing To See Here - 98% Short Of Stated Test Kit Goal But Still Plugging Away ⁦.
","conspiracy
",
"Body count in IR4N is growing.
","conspiracy
",
"Are you serious?!?!? All about protesting the public and being prepared huh #Dems?
","political/bias
",
"A week ago, there were about 3,000 confirmed cases outside of China and now there are more than 10,000..
","conspiracy
",
"Easy: we were best prepared to SPREAD IT.
","conspiracy
",
"The evidence keeps mounting.…
","conspiracy
",
"THE BEST AND THE BRIGHTEST: Trump Deranged Blue Checkmarks Get Punked By Obviously Fake Coronavirus…
","political/bias
",
"I’ll never buy another product and I’m actually ashamed I just purchased another MacBook.
","political/bias
",
"Fed Cuts Rates by Half Due to Coronavirus.
","conspiracy
",
"why did the cdc recently stop reporting the number of tests being done?
","conspiracy
",
"Great interview Cernovich Weighs In On Coronavirus.
","conspiracy
",
"Oh Fuck!
","conspiracy
",
"Not that youre going t…
","political/bias
",
"Maps Show Big Drop In China’s Air Pollution After Coronavirus Quarantine.
","conspiracy
",
"The Bubble Boy for 2020 😂.
","conspiracy
",
"Is the potential""cure"" worse than the #coronvavirus?
","conspiracy
",
"Corbett Report: Lies, damned lies, and Coronavirus Infection Numbers--#PropagandaWatch.
","conspiracy
",
"So much for Coexist: #CommieBernieSanders and other leftists catcall Mike Pence for prayer to halt coronavirus.
","political/bias
",
"Get in the pod.
","conspiracy
",
"Takin it up a notch.
","conspiracy
",
"7th American Dies From Coronavirus In Suburban Seattle 3rd Case Confirmed In Florida: Live Updates.
","conspiracy
",
"Read This RIGHT NOW!
","political/bias
",
"Heres a possible factor, but its taboo.
","political/bias
",
"Ty for getting rid of deadly NAFTA. Time to get rid of the Fed.
","conspiracy
",
"10Y Treasury Yields Are Collapsing, Dow Down 1400 Points From Morning Highs Seems that…
","conspiracy
",
"Grasping at straws. Trump is out. Next big problem Biden/Dems are in. Shit. No one worthy on horizon to lead.
","political/bias
",
"#Florida Officials Identify Third ""Presumptive"" #Coronavirus Case: Live Updates.
","conspiracy
",
"Sabotaging Kabuls Multipolar Revolution With China And Russia.
","conspiracy
",
"She seemsnice. All inclusive and all.
","political/bias
",
"the virus as scapegoat instead of the real culprit 5G.
","conspiracy
",
"#covid19 #coronaVirus #SARS2-Covid19.
","conspiracy
",
"Lol..Bubble suits on sale now.
","conspiracy
",
"DoD Official Admits Covid-19 ""Likely"" To Be A Pandemic Within The Next 30 Days.
","conspiracy
",
"✨ Coronavirus patient released “by mistake,” ...wanders through mall for two hours.
","conspiracy
",
"Theres A Connection Between Coronavirus and 5G.
","conspiracy
",
"BBC Publishes Leaked #Iran Footage Showing Bagged Bodies Of #Coronavirus Victims Piling Up #COVIDー19.
","conspiracy
",
"DoD Official Admits Covid-19 ""Likely"" To Be A Pandemic Within The Next 30 Days - #zerohedge #FreeZero.
","conspiracy
",
"No I know its a bioweapon.
","conspiracy
",
"Just one moment in time of Korean Airlines Flights bringing 1000s into the U.S.around the clock. #coronavirus.
","conspiracy
",
"Humans are Awesome!
","conspiracy
",
"9th American Dies From Made-in-China-Xivirus in Washington State - How many died in Life Care so far?
","conspiracy
",
"Who stands to gain from the death of innocence?
","conspiracy
",
"Has China rebounded? Read more here.
","conspiracy
",
"HHS can’t do math, official claims 35 million masks is “10%” of needed amount of 3.5 billion (it’s actually just 1%).
","conspiracy
",
"Seattle Caregiver Denied Coronavirus Screening – Despite Showing All Symptoms.
","conspiracy
",
"Chuck Todd Gaslights America With Coronavirus Propaganda.
","conspiracy
",
"This might help shed some light on it..
","conspiracy
",
"Seems relevant: #Coronavirus.
","political/bias
",
"Hey San Antonio, coronavirus patients are ""mistakenly"" released to go shop in your malls.
","conspiracy
",
"Youve been hit by a smooth criminal.
","conspiracy
",
"As the Plot thickens.... 🤔.
","conspiracy
",
"""Stock up now with zinc lozenges. These lozenges have been proven to be effective in block…
","political/bias
",
"All of the Tylers at Zerohedge are banned from so i post relevant articles to sp…
","conspiracy
",
"Trump has done a WAY better job managing this outbreak than Obama ever did.
","political/bias
",
"#Self-eliminating! How helpful! Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss.
","political/bias
",
"World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",
"Upon A Shaky Foundation... Enter Covid-19.
","conspiracy
",
"Keep It Simple and Question: Propaganda, Technology, and Coronavirus COVID-19.
","conspiracy
",
"Bloomberg Licks Fingers, Rips Off Pizza Crust, Throws Back in Box What Coronavirus?
","conspiracy
",
"US Death Toll Hits 9 As #Coronavirus Spreads To North Carolina: Live Updates.
","conspiracy
",
"just a drop in the ocean. 12 B...everyday?.... World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",
"Too late Prepare?
","conspiracy
",
"Unsurprisingly, Coronachan seems to like shrine-licking.
","conspiracy
",
"WHAT COULD GO WRONG? Coronavirus in Canada: Travellers from Iran report no screening at Toronto’s …
","political/bias
",
"Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss: (The result of Inbreeding for thousands of years.).
","political/bias
",
"Michael Bloomberg Flouts Coronavirus Guidelines, Touches Pizza, Licks Fingers, Touches Coffee Pot.
","political/bias
",
"Leaked footage of an Iranian hospital...
","conspiracy
",
"#Powell sparks panic in US equity markets. #coronavirus #Wuhanvirus #COVID19 #Trumpslump.
","conspiracy
",
"World Bank Pledges $12 Billion To Combat Virus Outbreak - #zerohedge #FreeZero.
","conspiracy
",
"Dr. Fauci is definitely not an alarmist, and for him to use the word “pandemic” is a major red flag.
","conspiracy
",
"U.S. military preparing to implement medical martial law due to coronavirus pandemic.
","conspiracy
",
"BBC reporting they’re stacking corpses like cord wood in Iran.
","conspiracy
",
"Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump?
","political/bias
",
"US Death Toll Hits 9 As Virus Spreads To North Carolina Its been another crazy day...
","conspiracy
",
"Nancy Pelosi Stalls Coronavirus Bill to attack GOP and President Trump for mismanagement of the Corona Crisis.
","political/bias
",
"World Bank Pledges $12 Billion To Combat Virus Outbreak WHO estimates that eac…
","conspiracy
",
"#China Warns Of Looming ""Locust Invasion"" As #Coronavirus Outbreak Fades.
","conspiracy
",
"It already is. They will just have the test results back by then.
","conspiracy
",
"I am not a Trump fan, but she may or may not be doing it wrong.
","political/bias
",
"I saw peeps I’ll after shaking Pense’s hand recently.
","conspiracy
",
"Bombshell: Chinese Government ALSO Ran A Coronavirus Drill, In Wuhan — Exactly Where The Actual Outbreak Started.
","conspiracy
",
"Mike Pence Wiped His Nose With His Hand Before Shaking Doctors Hands At Coronavirus Press Conference.
","conspiracy
",
"Mike #Pence Wiped His Nose With His Hand Before Shaking Doctors Hands At #Coronavirus Press Conference #USA.
","conspiracy
",
"WATCH: House GOP Leader Accuses Pelosi Of Stalling Coronavirus Bill So Dems Can Attack GOP.
","political/bias
",
"Images From Space Reveal Drastic Fall in Pollution During Ongoing Quarantine in China.
","conspiracy
",
"Coronavirus Becomes Latest Excuse for Mass Hysteria.
","political/bias
",
"Who on ZH trusts the BBC ? #Presstitutes.
","conspiracy
",
"I know, banned content... Still, to me this makes sense.
","conspiracy
",
"Upon A Shaky Foundation… Enter Covid-19.
","conspiracy
",
"DoD Official Admits Covid-19 “Likely” To Be A Pandemic Within The Next 30 Days.
","conspiracy
",
"When will that happen July 20th.
","conspiracy
",
"White House Pledge To Deliver ‘1 Million Coronavirus Tests’ By Friday Might Be 922,500 Short.
","conspiracy
",
"Coronavirus Not A Crisis. Is Media Spreading Panic To Get Trump?
","political/bias
",
"Pentagon Source Says Army Preparing For 3 Million Coronavirus Casualties Over The Next 6 Months.
","conspiracy
",
"This The Most Ferocious Zoo In China - Animals Roam Free and People Are Caged.
","conspiracy
",
"This article 👇👇👇👇👇 #coronavirus h/t.
","conspiracy
",
"FEMA Is Preparing For Coronavirus ""Emergency Declaration"".
","conspiracy
",
"The New American Mobile.
","political/bias
",
"... Ebola is damn near a death sent…
","conspiracy
",
"Afghanistan: Imams say Qur’an verses worn on clothes can prevent #coronavirus #covid_19.
","conspiracy
",
"Best President ever !
","political/bias
",
"Fewer In US Regard China Favorably Or As Leading Economy: Gallup.
","conspiracy
",
"Majority Of Coronavirus Deaths Reported Outside China For First Time Since Outbreak Began: Live Updates.
","conspiracy
",
"Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",
"is determined to destroy our Country!!
","political/bias
",
"Hey ⁦, this might be another one of those moments to remember. Ya think?
","political/bias
",
"Fewer In US Regard #China Favorably Or As Leading Economy: Gallup - #zerohedge #FreeZero.
","conspiracy
",
"FEMA Is Preparing For #Coronavirus ""Emergency Declaration"".
","conspiracy
",
"It’s never ending with these people.
","political/bias
",
"Coronavirus Still Discriminating—Reaches Italy, But Italians Also Vulnerable In 1918 Pandemic.
","political/bias
",
"Wow. You really did this huh?
","political/bias
",
"FEMA Is Preparing For Coronavirus “Emergency Declaration”.
","conspiracy
",
"This is more likely than NOT.
","conspiracy
",
"Hungary Seals Border, Warns Migrant Invasion Could Bring Coronavirus.
","conspiracy
",
"Coronavirus vs. the Mass Surveillance State: Which Poses the Greater Threat?
","conspiracy
",
"Trump Donates Entire Quarterly Salary To Combat Coronavirus *OurPresidentWithTheGenerousHeart.
","political/bias
",
"Isn’t ‘forced labor’ a euphemism for ‘slavery,’ ⁦.
","political/bias
",
"Where are the human rights organizations? Is the ""corona virus making everything come to a…
","conspiracy
",
"> Just a different strand of said virus ... with HIV insertions? 🤔.
","conspiracy
",
"Coronavirus Becomes Latest Excuse for Mass Hysteria #AAG #AAG2020.
","political/bias
",
"FEMA Is Preparing For Coronavirus ""Emergency Declaration"" - #zerohedge #FreeZero.
","conspiracy
",
"House GOP Leader Kevin McCarthy Accuses Pelosi Of Stalling Coronavirus Bill So Democrats Can Attack the GOP.
","political/bias
",
"Not even three months & here we are #bioweapon.
","conspiracy
",
"Officials admit it: MmTrump saved lives and spared America from worst of coronavirus ...
","political/bias
",
"CORONAVIRUS: ""The Good, the Bad, and the Answers!"".
","conspiracy
",
"elites being stupid.
","conspiracy
",
"Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump? The New American Mobile.
","political/bias
",
"Who is going to be blamed for spreading of the virus?
","clickbait
",
"‘Hitler Never Took A Salary’: Liberals Attack Trump For Donating Salary To Combat Coronavirus #tcot #kag #maga.
","political/bias
",
"#FoodWorldOrder #FEMA Is Preparing For #Coronavirus ""Emergency Declaration"".
","conspiracy
",
"Please if you have time read this article. 😱😱😱😱😷😷😷.
","conspiracy
",
"Lies, Damned Lies, and Infection Numbers - #PropagandaWatch HD video & show notes.
","conspiracy
",
"No one is talking about > > > 42,670 RECOVERED.
","conspiracy
",
"Ingredients in vaccines.
","conspiracy
",
"Bet the MSM doesnt report this.
","political/bias
",
"COVID-19 infections in Canada RISE: 4 New cases reported in Ontario.
","conspiracy
",
"they are being cautious...
","conspiracy
",
"Watch: Hannity Exposes Democrat Politicization of Coronavirus.
","conspiracy
",
"SEATTLE CAREGIVER DENIED #CORONAVIRUS SCREENING – DESPITE SHOWING ALL SYMPTOMS!
","conspiracy
",
"Corona Could Kill Millions & Crater the World Economy...!
","political/bias
",
"Nearly 10K Military Personnel From 110 Nations In Wuhan China Weeks Before Coronavirus Outbreak!
","conspiracy
",
"Top medical professor praises Trump’s handling of coronavirus: I’ve never seen one handled better.
","clickbait
",
"China Composite PMI Crashes To Record Lows As Services Economy Implodes.
","conspiracy
",
"Stagnating consumption amid the coronavirus epidemic has had a great impact on the service sector... - #zerohedge.
","conspiracy
",
"Upon A Shaky Foundation... Enter Covid-19 #Covid19 #economy.
","political/bias
",
"Because all cultures and all religions are equally valid. #coronavirus.
","political/bias
",
"Quarantine Centers PRE-PLANNED in California, WA, OR (Video) #BreakingNews #Breaking…
","conspiracy
",
"The #Viral Blame Game: #Xenophobia, Attribution, And #Coronavirus #COVID19.
","conspiracy
",
"What Its Like to Travel Internationally During the Coronavirus Outbreak #AAG #AAG2020.
","political/bias
",
"Hey check this out.
","conspiracy
",
"MEDICAL MARTIAL LAW & on top of that, Bernie babies burning down the cities.
","conspiracy
",
"Ground For Trade – Port Of Long Beach Warns Of Shipping Slump From China.
","conspiracy
",
"Not being tested properly, so MANY FALSE positives re the Coronavirus, ie all pneumonia wi…
","conspiracy
",
"#auspol what are the origins of Corona Virus ?
","conspiracy
",
"CORONAVIRUS UPDATE: South Korea Reports 516 New Cases of Coronavirus, Brings Total to 5,328. New…
","political/bias
",
"Pelosi holds Coronavirus bill so the DCCC can run ads against Republicans.
","political/bias
",
"8 Developments in the Trump Administrations Response to Coronavirus #AAG #AAG2020.
","political/bias
",
"#Geoengineering is real. #Chemtrails #Covid_19.
","conspiracy
",
"Ground Zero For Trade – Port Of Long Beach Warns Of Shipping Slump From #China - #zerohedge #FreeZero.
","conspiracy
",
"you would think that being the head of the response team he would be more thoughtful.....
","conspiracy
",
"Tesla Downgrades Hardware On ""New"" Model 3s In China, Then Delivers Them Anyway To Unsuspecting Customers.
","conspiracy
",
"Isnt it Ironic.
","political/bias
",
"Is the Coronavirus a fake Pandemic?
","conspiracy
",
"One of the horsemen? China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades.
","conspiracy
",
"Thank you! We REJECT the fear mongering on the Left.
","conspiracy
",
"FEMA Is Preparing For Coronavirus ""Emergency Declaration"" And this will be u…
","conspiracy
",
"Hey Chico, this is an excellent article you might find interesting.
","conspiracy
",
"Excellent article, must read.
","conspiracy
",
"#MAGA YOU CANNOT MAKE THIS SHIT UP! CDC releases Corona patient by mistake in TX.
","conspiracy
",
"Oh and trump and pence are not a threat?
","conspiracy
",
"WHO EVER SEES WHERE THIS MONEY GOES... World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",
"Buy American: “Ground For Trade"" – Port Of Long Beach Warns Of Shipping Slump From China.
","conspiracy
",
"Actually, coronavirus is #Obamavirus.
","political/bias
",
"RESIGN. You are a disgraceful human!
","political/bias
",
"#Nike Where are the #SJWs??
","political/bias
",
"Try to keep up, dopey.
","political/bias
",
"Inbred, 6th Century Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss.
","political/bias
",
"How Bill Clinton Sent Manufacturing Jobs to China.
","political/bias
",
"The trump regime has botched the handling of the Corona outbreak.
","political/bias
",
"Another example why Trump deserves 4 more years.
","political/bias
",
"Iran: 8% of parliament members infected with novel coronavirus.
","political/bias
",
"#coronavirus #DonaldTrump and #MikePence are #imbeciles.
","political/bias
",
"China, G77 Tyrants, and UN Boss Demand “New World Order” 20 June 2014.
","political/bias
",
"I dont see Bernie Warren Bloomberg Biden donating any amount.
","political/bias
",
"Syria - Corona - AIPAC, by Israel Shamir - The Unz Review.
","political/bias
",
"Just another #Democrat with #TDS.
","political/bias
",
"The Morning Briefing: Coronavirus Is the New Y2K #NewsandPolitics.
","political/bias
",
"RISK: I’m An Emergency Doctor. I Expect To Get Coronavirus….
","political/bias
",
"CORONAVIRUS UPDATE: Italy may close schools all over country due to coronavirus. Coronavirus: WH…
","political/bias
",
"IRAN’S “DEATH TO AMERICA” AYATOLLAHS IN AN EPIDEMIC BIND: In the context of proliferating contag…
","political/bias
",
"Coronavirus Highlights The Importance Of The Trump Doctrine Succeeding.
","political/bias
",
"President Trump did something amazing to fight coronavirus that’ll leave Democrats speechless.
","clickbait
",
"No apologies from Denver city council member who endorsed spreading coronavirus at Trump rallies.
","political/bias
",
"WATCH: McCarthy drops bombshell on Pelosi’s handling of coronavirus bill #showprep #feedly.
","clickbait
",
"This was a joke...people need to lighten up.
","political/bias
",
"Thanks for the heads up China Not Buy American!!
","political/bias
",
"""Good noW!""®,B""H. Eric Holder is Obamas arsehole! It doesnt get clearer than that.
","clickbait
",
"Here’s my latest—on what it’s like to travel internationally with the ongoing #Coronavirus threat.
","political/bias
",
"An accurate name for the coronavirus in the US would be to call it the #ObamaVirus.
","political/bias
",
"Chelsea Clinton criticizes Trump for his coronavirus response.
","clickbait
",
"You Liberals are Fools.
","political/bias
",
"Will never see a liberal do this. Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",
"Liberal Journos Realize Facebook Fact-Checks Cut Both Ways #Coronavirus #DemocraticPartyPress.
","political/bias
",
"Trump Donates Entire Quarterly Salary To Combat Coronavirus And, this is the man that the D…
","political/bias
",
"Jimmy Lais Chilling Warning About China #TheRosettReport.
","political/bias
",
"Another example of beaurocrats overstepping.
","political/bias
",
