Rumor,Lable,sentiment
"Please if you have time read this article. 😱😱😱😱😷😷😷.
","conspiracy
",Neutral-Neutral
"Lies, Damned Lies, and Infection Numbers - #PropagandaWatch HD video & show notes.
","conspiracy
",Very negative-Anger
"No one is talking about > > > 42,670 RECOVERED.
","conspiracy
",Neutral-Neutral
"Ingredients in vaccines.
","conspiracy
",Neutral-Neutral
"Bet the MSM doesnt report this.
","political/bias
",Negative-Sadness
"COVID-19 infections in Canada RISE: 4 New cases reported in Ontario.
","conspiracy
",Neutral-Neutral
"they are being cautious...
","conspiracy
",Neutral-Neutral
"Watch: Hannity Exposes Democrat Politicization of Coronavirus.
","conspiracy
",Neutral-Neutral
"SEATTLE CAREGIVER DENIED #CORONAVIRUS SCREENING – DESPITE SHOWING ALL SYMPTOMS!
","conspiracy
",Neutral-Neutral
"Corona Could Kill Millions & Crater the World Economy...!
","political/bias
",Negative-Fear
"Nearly 10K Military Personnel From 110 Nations In Wuhan China Weeks Before Coronavirus Outbreak!
","conspiracy
",Neutral-Neutral
"Top medical professor praises Trump’s handling of coronavirus: I’ve never seen one handled better.
","clickbait
",Positive-Neutral
"China Composite PMI Crashes To Record Lows As Services Economy Implodes.
","conspiracy
",Neutral-Neutral
"Stagnating consumption amid the coronavirus epidemic has had a great impact on the service sector... - #zerohedge.
","conspiracy
",Neutral-Neutral
"Upon A Shaky Foundation... Enter Covid-19 #Covid19 #economy.
","political/bias
",Neutral-Neutral
"Because all cultures and all religions are equally valid. #coronavirus.
","political/bias
",Positive-Neutral
"Quarantine Centers PRE-PLANNED in California, WA, OR (Video) #BreakingNews #Breaking…
","conspiracy
",Neutral-Neutral
"The #Viral Blame Game: #Xenophobia, Attribution, And #Coronavirus #COVID19.
","conspiracy
",Neutral-Neutral
"What Its Like to Travel Internationally During the Coronavirus Outbreak #AAG #AAG2020.
","political/bias
",Neutral-Neutral
"Hey check this out.
","conspiracy
",Neutral-Neutral
"MEDICAL MARTIAL LAW & on top of that, Bernie babies burning down the cities.
","conspiracy
",Neutral-Neutral
"Ground For Trade – Port Of Long Beach Warns Of Shipping Slump From China.
","conspiracy
",Neutral-Neutral
"Not being tested properly, so MANY FALSE positives re the Coronavirus, ie all pneumonia wi…
","conspiracy
",Neutral-Neutral
"#auspol what are the origins of Corona Virus ?
","conspiracy
",Neutral-Neutral
"CORONAVIRUS UPDATE: South Korea Reports 516 New Cases of Coronavirus, Brings Total to 5,328. New…
","political/bias
",Negative-Fear
"Pelosi holds Coronavirus bill so the DCCC can run ads against Republicans.
","political/bias
",Neutral-Neutral
"8 Developments in the Trump Administrations Response to Coronavirus #AAG #AAG2020.
","political/bias
",Neutral-Neutral
"#Geoengineering is real. #Chemtrails #Covid_19.
","conspiracy
",Neutral-Neutral
"Ground Zero For Trade – Port Of Long Beach Warns Of Shipping Slump From #China - #zerohedge #FreeZero.
","conspiracy
",Neutral-Neutral
"you would think that being the head of the response team he would be more thoughtful.....
","conspiracy
",Neutral-Neutral
"Tesla Downgrades Hardware On ""New"" Model 3s In China, Then Delivers Them Anyway To Unsuspecting Customers.
","conspiracy
",Neutral-Neutral
"Isnt it Ironic.
","political/bias
",Negative-Anger
"Is the Coronavirus a fake Pandemic?
","conspiracy
",Neutral-Neutral
"One of the horsemen? China Warns Of Looming ""Locust Invasion"" As Coronavirus Outbreak Fades.
","conspiracy
",Neutral-Neutral
"Thank you! We REJECT the fear mongering on the Left.
","conspiracy
",Neutral-Neutral
"FEMA Is Preparing For Coronavirus ""Emergency Declaration"" And this will be u…
","conspiracy
",Neutral-Neutral
"Hey Chico, this is an excellent article you might find interesting.
","conspiracy
",Very positive-Neutral
"Excellent article, must read.
","conspiracy
",Very positive-Neutral
"#MAGA YOU CANNOT MAKE THIS SHIT UP! CDC releases Corona patient by mistake in TX.
","conspiracy
",Very negative-Anger
"Oh and trump and pence are not a threat?
","conspiracy
",Negative-Neutral
"WHO EVER SEES WHERE THIS MONEY GOES... World Bank Pledges $12 Billion To Combat Virus Outbreak.
","conspiracy
",Neutral-Neutral
"Buy American: “Ground For Trade"" – Port Of Long Beach Warns Of Shipping Slump From China.
","conspiracy
",Neutral-Neutral
"Actually, coronavirus is #Obamavirus.
","political/bias
",Negative-Anger
"RESIGN. You are a disgraceful human!
","political/bias
",Negative-Anger
"#Nike Where are the #SJWs??
","political/bias
",Negative-Fear
"Try to keep up, dopey.
","political/bias
",Positive-Happiness
"Inbred, 6th Century Iranians Lick Door of Holy Shrine to Show Coronavirus Whos Boss.
","political/bias
",Neutral-Neutral
"How Bill Clinton Sent Manufacturing Jobs to China.
","political/bias
",Neutral-Neutral
"The trump regime has botched the handling of the Corona outbreak.
","political/bias
",Positive-Neutral
"Another example why Trump deserves 4 more years.
","political/bias
",Positive-Neutral
"Iran: 8% of parliament members infected with novel coronavirus.
","political/bias
",Neutral-Neutral
"#coronavirus #DonaldTrump and #MikePence are #imbeciles.
","political/bias
",Neutral-Neutral
"China, G77 Tyrants, and UN Boss Demand “New World Order” 20 June 2014.
","political/bias
",Neutral-Neutral
"I dont see Bernie Warren Bloomberg Biden donating any amount.
","political/bias
",Negative-Sadness
"Syria - Corona - AIPAC, by Israel Shamir - The Unz Review.
","political/bias
",Neutral-Neutral
"Just another #Democrat with #TDS.
","political/bias
",Neutral-Neutral
"The Morning Briefing: Coronavirus Is the New Y2K #NewsandPolitics.
","political/bias
",Neutral-Neutral
"RISK: I’m An Emergency Doctor. I Expect To Get Coronavirus….
","political/bias
",Negative-Sadness
"CORONAVIRUS UPDATE: Italy may close schools all over country due to coronavirus. Coronavirus: WH…
","political/bias
",Negative-Fear
"IRAN’S “DEATH TO AMERICA” AYATOLLAHS IN AN EPIDEMIC BIND: In the context of proliferating contag…
","political/bias
",Negative-Neutral
"Coronavirus Highlights The Importance Of The Trump Doctrine Succeeding.
","political/bias
",Positive-Neutral
"President Trump did something amazing to fight coronavirus that’ll leave Democrats speechless.
","clickbait
",Positive-Neutral
"No apologies from Denver city council member who endorsed spreading coronavirus at Trump rallies.
","political/bias
",Negative-Neutral
"WATCH: McCarthy drops bombshell on Pelosi’s handling of coronavirus bill #showprep #feedly.
","clickbait
",Negative-Fear
"This was a joke...people need to lighten up.
","political/bias
",Neutral-Neutral
"Thanks for the heads up China Not Buy American!!
","political/bias
",Positive-Happiness
"""Good noW!""®,B""H. Eric Holder is Obamas arsehole! It doesnt get clearer than that.
","clickbait
",Negative-Anger
"Here’s my latest—on what it’s like to travel internationally with the ongoing #Coronavirus threat.
","political/bias
",Neutral-Neutral
"An accurate name for the coronavirus in the US would be to call it the #ObamaVirus.
","political/bias
",Negative-Anger
"Chelsea Clinton criticizes Trump for his coronavirus response.
","clickbait
",Negative-Anger
"You Liberals are Fools.
","political/bias
",Negative-Sadness
"Will never see a liberal do this. Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",Positive-Happiness
"Liberal Journos Realize Facebook Fact-Checks Cut Both Ways #Coronavirus #DemocraticPartyPress.
","political/bias
",Neutral-Neutral
"Trump Donates Entire Quarterly Salary To Combat Coronavirus And, this is the man that the D…
","political/bias
",Positive-Happiness
"Jimmy Lais Chilling Warning About China #TheRosettReport.
","political/bias
",Neutral-Neutral
"Another example of beaurocrats overstepping.
","political/bias
",Negative-Fear
"Hitler Never Took A Salary: Liberals Attack Trump For Donating Salary to Combat #CoronaVirus.
","political/bias
",Neutral-Happiness
"Ladies and Gentlemen, let me introduce you to one of the many faces of the violent Left.
","political/bias
",Neutral-Neutral
"#coronavirus news Trump Donates Entire Quarterly Salary To Combat Coronavirus.
","political/bias
",Positive-Neutral
"Lewis Morris: Too Much Economic Dependency on China — The Patriot Post.
","political/bias
",Neutral-Neutral
"Iran is bungling coronavirus as Supreme Leader tells populace it may be a blessing.
","political/bias
",Negative-Fear
"Finger-Licking Gross: Bloomberg Spreads Saliva All Over Buffet During Coronavirus Outbreak.
","political/bias
",Negative-Disgust
"Youre gonna hate this Holger....But I am betting you already know this.
","political/bias
",Negative-Neutral
"Media Editors: Video: Chinas Not the Only One Lying About the Coronavirus — The Patriot Post.
","political/bias
",Negative-Neutral
"Coronavirus Not A Crisis. Are Media Spreading Panic To Get Trump? Yes they are trying to wr…
","political/bias
",Neutral-Neutral
"By RHarrington ...following protocols come from James Robb, MD. .…
","political/bias
",Neutral-Neutral
"UH OH: Amazon Worker Tests Positive For Coronavirus.
","political/bias
",Neutral-Neutral
"Pope Francis Reportedly Tests Negative for Coronavirus #.
","political/bias
",Neutral-Neutral
"Should we be short selling Amazon stock? UH OH: Amazon Worker Tests Positive For Coronavirus.
","political/bias
",Negative-Sadness
"SUPPLY CHAIN: COVID-19 is exposing dangerous flaws in how we make and prescribe drugs. “Some 80 pe…
","political/bias
",Negative-Fear
"How is this woman still in office?
","political/bias
",Negative-Surprise
"Trump in a time of coronavirus.
","political/bias
",Neutral-Neutral
"....make the effort now to be especially kind and compassionate.
","political/bias
",Positive-Neutral
"Trump in a time of coronavirus - Palmer Report.
","political/bias
",Neutral-Neutral
"Professor Anthony Hall: We Need Free Speech on Coronavirus #coronavirus #CoronaOutbreak #CoronaAlert.
","political/bias
",Neutral-Neutral
"Trump Donates Entire Quarterly Salary To Combat Coronavirus #news #politics #opinion.
","political/bias
",Neutral-Neutral
"Just do it. Your soul will thank me! Trump in a time of coronavirus.
","political/bias
",Positive-Neutral
"Coronavirus Doesnt Change Good Economic Policy #AAG #AAG2020.
","political/bias
",Positive-Neutral
"Iran is bungling coronavirus as supreme leader tells populace it may be a blessing.
","political/bias
",Negative-Fear
"IT’S OFFICIAL: Chinese Scientists Find Genetic Explanation For Coronavirus Discriminating By Race - Lance Welton.
","political/bias
",Positive-Happiness
"CORONAVIRUS: Cayman Government Suspends Non-Essential Official Travel. “We know that the coronav…
","political/bias
",Neutral-Fear
"8 Developments in the ⁦Administrations Response to Coronavirus 👍.
","political/bias
",Positive-Happiness
"Sign Of The Apocalypse as Pandemic Coronavirus Delays Baby Yoda Toys #Culture.
","political/bias
",Neutral-Neutral
"#FinishTheWall and protect America from #coronavirus #AmericaFirst.
","political/bias
",Neutral-Neutral
"We must stop importing medication from China.
","political/bias
",Negative-Fear
"NEVER LET A CRISIS GO TO WASTE: Pelosi’s ‘Dirty Little Secret?’ She Held Back Coronavirus Fund…
","political/bias
",Negative-Sadness
"Instapundit » » CORONAVIRUS UPDATE: United Airlines Cuts U.S., International Flights in Response to Coronavirus: A…
","political/bias
",Neutral-Neutral
"What We Dont Know About the Coronavirus Is What Scares Us #WorksandDays.
","political/bias
",Neutral-Neutral
"OF COURSE THEY ARE: The Rich Are Preparing for Coronavirus Differently….
","political/bias
",Negative-Sadness
"Coronavirus Doesn’t Change Good Economic Policy.
","political/bias
",Neutral-Neutral
"Run for your lives! Run for your lives! #coronavirus #COVID19.
","political/bias
",Neutral-Neutral
"🤔 this is why we need border security! #Coronvirus #CoronaAlert #COVID19 #COVIDー19 #ThursdayMotivation.
","political/bias
",Neutral-Neutral
"Democrat Monday Morning Quarterbacks on Coronavirus.
","political/bias
",Neutral-Neutral
"Report: Trump Reveals Obama-Era Rules Are Delaying Coronavirus Testing.
","clickbait
",Neutral-Neutral
"ER Doctor: 98 to 99 Percent Of Coronavirus Victims ‘Are Going To Do Very, Very Well’.
","political/bias
",Positive-Happiness
"Make no mistake - this president is going to get people killed on their home turf by his re…
","political/bias
",Negative-Fear/Sadness
"Why Weve Got to Get the Coronavirus Response Right #AAG #AAG2020.
","political/bias
",Negative-Neutral
"Trump Says He Has a Hunch WHO Death Rate for Coronavirus Is Wrong News and Politics - on.
","political/bias
",Negative-Sadness
"It is actually on the decline.
","political/bias
",Neutral-Neutral
"Do You Know All Coronavirus Victims Appear To Be Chinese? Thought Not!
","political/bias
",Neutral-Neutral
"Democrat Monday Morning Quarterbacks on Coronavirus - American Thinker.
","political/bias
",Neutral-Neutral
"Health officials dont seem to be too worried about coronavirus.... 🤔.
","political/bias
",Negative-Neutral
"We Must Stop Importing Medication From China.
","political/bias
",Negative-Neutral
"Goodness! #coronavirus #CoronavirusUSA #USA.
","political/bias
",Negative-Sadness
"There will be a coronavirus-induced downturn — and a recovery.
","political/bias
",Neutral-Neutral
"No More Bat Soup: Coronavirus Epicenter Hubei Bans Eating of Wild Animals #hubei #wuhan #coronavirus #COVIDー19.
","political/bias
",Neutral-Neutral
"There will be a coronavirus-induced downturn — and a recovery By Eric Georgatos.
","political/bias
",Negative-Fear
"Who Made Coronavirus? Was It the U.S., Israel or China Itself? Unknown Unknowns.
","political/bias
",Negative-Fear
"There will be a coronavirus-induced downturn — and a recovery So…adversity does not necessi…
","political/bias
",Negative-Fear
"Mitt Romney accused Trump of being unprepared for possible coronavirus outbreak.
","clickbait
",Negative-Anger
"New on MoA: Coronavirus - Bad Preparation And Propaganda Increase The Onsetting Panic.
","political/bias
",Negative-Sadness
"Three Reasons Coronavirus Fears Are Overblown.
","political/bias
",Neutral-Neutral
"Economy Adds 273,000 Jobs as Coronavirus Brings New Uncertainty.
","political/bias
",Neutral-Happiness
"SET ASIDE THE SERIOUS NEWS FOR A FEW MINUTES: Florida Man Friday: Did Someone Say Corona?…
","political/bias
",Negative-Fear
"Yellows are more susceptible to virus. Might take out some of those here.
","political/bias
",Neutral-Neutral
"Here’s the thing about the coronavirus and the 2020 election.
","political/bias
",Neutral-Neutral
"Trump lashes out at Obama—blames him for slow response to coronavirus in U.S.
","clickbait
",Negative-Anger
"Coronavirus Shows Government Paid Leave A Bad Fit for Workers Needs #AAG #AAG2020.
","political/bias
",Neutral-Neutral
"Coronavirus: CNBC Editor Apologizes For Proposing Mass-Infections To Protect Health Of Mark…
","political/bias
",Neutral-Sadness
"CORONAVIRUS ROUNDUP: SXSW is canceled over coronavirus concerns. Virus cases top 100,000 in 90 co…
","political/bias
",Neutral-Fear
"Three Reasons Coronavirus Fears Are Overblown The Daily Wire.
","political/bias
",Neutral-Neutral
"Corona Should Have Boosted Bernie’s Chances.
","political/bias
",Neutral-Neutral
"By Eric Georgatos There will be a coronavirus-induced downturn — and a recovery.
","political/bias
",Neutral-Neutral
"Fact check: False.
","political/bias
",Neutral-Neutral
"Instapundit » THE NEWS ISN’T ALL BAD: Former Hostage Taker Of US Diplomats Dies Of Coronavirus In Iran.
","political/bias
",Negative-Sadness
"Instapundit » UNCERTAINTY: Experts unsure if ‘cured’ COVID-19 patients are reinfected or relapsed.
","political/bias
",Negative-Fear
"The Man Shuts Down SXSW Amid Growing Coronavirus Fears #NewsandPolitics.
","political/bias
",Neutral-Fear
"The U.S. Has the Lowest Per Capita Coronavirus Infection Rate.
","political/bias
",Neutral-Happiness
"Albany’s Dead-Of-Night Coronavirus Vote Gives Cuomo Sweeping New Emergency Powers Cuomo did…
","political/bias
",Neutral-Neutral
"BREAKING: The Chinese Hotel Used To Quarantine Coronavirus Victims Collapses…People Are Trapped Inside.
","political/bias
",Neutral-Surprise
"Momento Mori – Unpopular Thoughts on Corona Virus.
","political/bias
",Neutral-Neutral
"Sacramento Police Order People to Stay Inside to “Enforce Health Officer’s Order” on Coronavirus.
","political/bias
",Neutral-Neutral
"CORONAVIRUS: New CDC guidance says older adults should ‘stay at home as much as possible’ due to coronavirus.
","political/bias
",Neutral-Neutral
"Sacramento Police Order People to Stay Inside to ""Enforce Health Officers Order"" on Coronavirus.
","political/bias
",Neutral-Neutral
"BREAKING: CPAC 2020 Attendee Tests Positive for Coronavirus #NewsandPolitics.
","political/bias
",Neutral-Surprise
"Is There or Is There Not a Shortage of Test Kits for the Coronavirus? #NewsandPolitics.
","political/bias
",Neutral-Neutral
"Mark Alexander: A Coronavirus Reality Check — The Patriot Post.
","political/bias
",Neutral-Neutral
"New York Gov. Cuomo Declares a ‘State Of Emergency’ Amid the Growing Number Of Coronavirus Cases which is now 76.
","political/bias
",Neutral-Neutral
"BREAKING: CPAC 2020 Attendee Tests Positive for Coronavirus, Has Been Quarantined #NewsandPolitics.
","political/bias
",Neutral-Surprise
"CPAC Confirms Attendee At Conservative Conference Where Trump Spoke Has Coronavirus.
","political/bias
",Neutral-Neutral
"Maybe Donald Trump will take coronavirus seriously now that he’s been potentially exposed to it.
","political/bias
",Neutral-Neutral
"Turkey Proves Refugees are a Weapon, So Treat Them Like One - Frontpagemag Very insightful…
","political/bias
",Neutral-Neutral
"Donald Trump has potentially been exposed to coronavirus through his friend Matt Schlapp.
","political/bias
",Neutral-Neutral
"#CoronavirusUSA #Trump speaks at even where a attendee test positive for the virus.
","political/bias
",Neutral-Neutral
"Donald Trump may have infected the entire White House with coronavirus.
","political/bias
",Negative-Fear
"Coronavirus Panic: Female Shoppers Caught On Video Brawling Over Last Package of Toilet Paper.
","political/bias
",Neutral-Neutral
"BREAKING CHINESE QUARANTINE HOTEL COLLAPSES (world affairs).
","political/bias
",Neutral-Neutral
"Donald Trump has been stunned into silence after potentially being exposed to coronavirus.
","political/bias
",Neutral-Neutral
"COVID-19, Number Blindness, and the Monolithic Legacy Media News and Politics.
","political/bias
",Neutral-Neutral
"If the Corona Virus has any character, it didnt catch the ""Liar in MF Chief""!😉.
","political/bias
",Very negative-Anger
"New York Gov. Cuomo Declares ‘State Of Emergency’ Amid Growing Number Of Coronavirus Cases.
","political/bias
",Neutral-Neutral
"Donald Trump has a whole new Mike Pence problem.
","political/bias
",Neutral-Neutral
"Fumbling in the Face of Coronavirus Could Lose Trump the Election #Spengler.
","political/bias
",Negative-Neutral
"What if Donald Trump really does have the coronavirus?
","political/bias
",Neutral-Fear
"QUARANTINE: New Japan Coronavirus Travel Restrictions Effective March 9, 2020. “Foreign nationals,…
","political/bias
",Neutral-Neutral
"An infectious disease doctor has a message about the real epidemic out there.
","political/bias
",Neutral-Neutral
"Will Trump unleash coronavirus bailouts?
","political/bias
",Neutral-Neutral
"Bill Palmer ✒️ What if Donald Trump really does have the coronavirus⁉️.
","political/bias
",Neutral-Fear
"BREAKING: Guest Who Attended CPAC Where Trump and Pence Spoke Tests Positive For Coronavirus.
","political/bias
",Neutral-Surprise
"There is hope. Pls read: Trump in a time of coronavirus.
","political/bias
",Neutral-Neutral
"NYT: I’m Chinese. That Doesn’t Mean I Have Coronavirus. ""Have you ever noticed that a major…
","political/bias
",Neutral-Neutral
"In Italy, 16 Million in Northern Provinces Under Quarantine for Coronavirus #AAG #AAG2020.
","political/bias
",Neutral-Neutral
"President Trump Fires Back At Media: Coronavirus Response Has Been ‘Perfectly Coordinated’ The Daily Wire.
","political/bias
",Neutral-Neutral
"Another one: Leftist Democrat cheers coronavirus as a means of getting rid of elderly climate skeptics.
","political/bias
",Neutral-Neutral
"Left Freaks Out as Pence Prays Over Coronavirus.
","political/bias
",Negative-Neutral
"There Is a ‘Tipping Point’ Before Coronavirus Kills.
","political/bias
",Neutral-Neutral
"An #infectiousdisease #doctor has a message about the real #epidemic out there - and its not #Coronavirus.
","political/bias
",Neutral-Neutral
"What if Donald Trump really does have the coronavirus? COULDNT HAPPEN TO A NICER GUY!
","political/bias
",Neutral-Fear
"COVID-19, Number Blindness, and the Monolithic Legacy Media #NewsandPolitics.
","political/bias
",Negative-Neutral
"Kevin McCarthy Claims Democrats Delayed Vote On Coronavirus Funding So They Could Run Attack Ads.
","political/bias
",Neutral-Neutral
"And you have no idea what your talking about.
","political/bias
",Negative-Neutral
"Ham-handed government messes up again.
","political/bias
",Very negative-Anger
"Jackie Speier Demands Trump Cancel Rallies Over Coronavirus, Silent On Democrat Rallies.
","political/bias
",Neutral-Neutral
"Ted Cruz To Undergo Brief Self-Quarantine At Home After Contact With Coronavirus Infected Person.
","political/bias
",Neutral-Neutral
"Donald Trump just learned he’s been potentially exposed to coronavirus. Now he’s canceling events.
","political/bias
",Neutral-Neutral
"‘BDS THIS’: Israel Makes ‘Exciting Breakthrough’ In Race For Coronavirus Vaccine The Daily Wire🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱.
","political/bias
",Neutral-Neutral
"It’s not just Ted Cruz: now a GOP Congressman says he’s also self-isolating because he’s been exposed to coronavirus.
","political/bias
",Neutral-Neutral
"U.S. Response to Covid-19 Coronavirus Moves From Containment to Mitigation. About time.…
","political/bias
",Neutral-Neutral
"The Stigma of Coronavirus? - Frontpagemag.
","political/bias
",Neutral-Neutral
"Coronavirus Codswallop -- By the Numbers.
","political/bias
",Neutral-Neutral
"Coronavirus Codswallop -- By the Numbers #RicoTheDems #ArrestThemAllNow #ImpeachObamasJudges #realnews #feedly.
","political/bias
",Neutral-Neutral
"Was the 2020 #Wuhan #Coronavirus an engineered #biological attack on #China by America for geopolitical advantage?
","political/bias
",Neutral-Neutral
"Prayers to and his family. Pray it ends there and doesn’t spread anymore. 🙏🏼😷.
","political/bias
",Neutral-Sadness
"Dr. Drew On Coronavirus: Media ‘Hurting People,’ ‘Need To Be Held Accountable’ For Causing Panic.
","political/bias
",Neutral-Neutral
"A viral thread shows how the media have politically weaponized coronavirus.
","political/bias
",Neutral-Neutral
"CHINA CHALLENGE: We Need Hard Decoupling: The coronavirus crisis is underscoring the need to re-ex…
","political/bias
",Neutral-Neutral
"CLAUDIA ROSETT: Why Is the CDC Lowballing Numbers for the Coronavirus?…
","political/bias
",Neutral-Neutral
"Why Is the CDC Lowballing Numbers for the Coronavirus? #TheRosettReport.
","political/bias
",Neutral-Neutral
"Trading In U.S. Markets Briefly Suspended, Global Markets Plunge Over Coronavirus And Oil Price War Fears.
","political/bias
",Neutral-Neutral
"Coronavirus Codswallop -- By the Numbers - American Thinker ⁦.
","political/bias
",Neutral-Neutral
"Leftists mock Ted Cruz for...protecting them from coronavirus.
","political/bias
",Neutral-Neutral
"Dr Drew: Media needs to shut up! 🚨.
","political/bias
",Very negative-Anger
"The media needs to shut up #nCoV19 #COVID2019 #cdc.
","political/bias
",Very negative-Anger
"Giddy Libs Mock Ted Cruz, Paul Gosar Over Coronavirus Self-Quarantine #NewsandPolitics.
","political/bias
",Neutral-Neutral
"I forgot I and my people are to blame for EVERYTHING! SHOCKER: Iran Blames America And The Jews For Coronavirus.
","political/bias
",Negative-Surprise
"Democrat Activist Implies Hillary Would React Faster To Coronavirus Problem Than Trump. James Woods Wrecks That.
","political/bias
",Neutral-Neutral
"This WHO behavior isn’t helpful.
","political/bias
",Negative-Anger
"I CERTAINLY HOPE HE’S RIGHT: Coronavirus going to hit its peak and start falling sooner than you th…
","political/bias
",Neutral-Neutral
"MSNBC Panel Gets Excited When Talking About Coronavirus Taking ‘Down Trump’s Presidency’.
","political/bias
",Neutral-Neutral
"BREAKING: Italy Locks Down Entire Country Over Coronavirus Outbreak.
","political/bias
",Neutral-Surprise
"Nancy Pelosi slam dunks Donald Trump after his disastrous press conference.
","political/bias
",Neutral-Neutral
"BREAKING: Trump Makes Major Announcement In Providing Economic Relief For Coronavirus Outbreak The Daily Wire.
","political/bias
",Neutral-Surprise
"Infectious Disease Expert Warns of the Consequences of Needless Coronavirus Panic. …
","political/bias
",Neutral-Neutral
"Will This Coronavirus Outbreak Cause a New Financial Crisis and a Horrifying Economic Collapse?
","political/bias
",Neutral-Fear
"Donald Trump crashes and burns in disastrous coronavirus press conference.
","political/bias
",Neutral-Neutral
"But you wont believe this because…
","political/bias
",Negative-Neutral
"Chinese Scientists Find MORE Evidence That Coronavirus (A.K.A. COVID-19) Discriminates By Race.
","political/bias
",Neutral-Neutral
"Donald #Trump was potentially exposed to #coronavirus on Air Force One today, by #MattGaetz.
","political/bias
",Neutral-Neutral
"Donald Trump goes off the paranoid delusional deep end as he’s potentially exposed to coronavirus.
","political/bias
",Neutral-Neutral
"It’s a media pile-on.
","political/bias
",Negative-Neutral
"Ted Cruz Gives Update On His Self-Quarantine Over Coronavirus Precautions.
","political/bias
",Neutral-Neutral
"SHOCKER: Iran Blames America And The Jews For Coronavirus *EvilIranCanTakeAFlyingLeap.
","political/bias
",Neutral-Surprise
"Look at that smirk. What does Ted Cruz know? Something big is about to drop.
","political/bias
",Negative-Fear
"Italy in total lockdown... Our military is planning to respond to a a mass outbreak here..…
","political/bias
",Neutral-Neutral
"Dr. Drew on Coronavirus.
","political/bias
",Neutral-Neutral
"Pearl Jam cancels tour, slams Donald Trump administration’s disastrous coronavirus response.
","political/bias
",Neutral-Neutral
"Donald Trump has late night meltdown about his coronavirus test - Palmer Report.
","political/bias
",Neutral-Neutral
"French Megachurch Sees Salvations as Paris Is Hit by Coronavirus — Charisma News.
","political/bias
",Neutral-Neutral
"While the media are riveted by coronavirus, the Greece-Turkey border is exploding.
","political/bias
",Neutral-Neutral
"Donald Trump has psychotic racist meltdown after potentially being exposed to coronavirus.
","political/bias
",Neutral-Neutral
"STOP Hoarding Toilet Paper, You Sick Freaks! TP Will Not Save You From Coronavirus.
","political/bias
",Very negative-Anger/Disgust
"COMMUNISTS: As Beijing claims credit for beating coronavirus, Chinese people are outraged: ‘Fake! …
","political/bias
",Neutral-Neutral
"Yellow Journalism: A dishonest claim about Trump storming out on a coronavirus question.
","political/bias
",Neutral-Neutral
"Limbaugh: Here’s Why Democrats’ Coronavirus Response Will Backfire.
","political/bias
",Neutral-Neutral
"Major Sports Leagues Impose New Policies Over Coronavirus.
","political/bias
",Neutral-Neutral
"White House Aims to Calm Coronavirus Fears on Economic, Health Fronts.
","political/bias
",Neutral-Neutral
"Coronavirus, 2020 primaries should humble Democrats making predictions about Trump.
","political/bias
",Neutral-Neutral
"New Study Details How Long It Takes Coronavirus Symptoms To Show, How Long To Self-Isolate.
","political/bias
",Neutral-Neutral
"Coronavirus Cruise Ship Patient Held In Isolation Describes Symptoms.
","political/bias
",Neutral-Neutral
"Fitbit Has the Ability to Track Spread of Coronavirus in Real Time.
","political/bias
",Neutral-Neutral
"#Bernie: I would not close the border to protect Americans from coronavirus.
","clickbait
",Neutral-Neutral
"GOP Congressman Paul Gosar goes off the deep end after being quarantined for coronavirus.
","political/bias
",Neutral-Neutral
"Trump Tweet Puts Coronavirus In Perspective #news #politics #opinion.
","political/bias
",Neutral-Neutral
"Coronavirus Shows Government Paid Leave a Bad Fit for Workers Needs.
","political/bias
",Neutral-Neutral
"Kentucky College Closes Over Coronavirus Concerns After 6 People In State Test Positive.
","political/bias
",Neutral-Neutral
"Coronavirus reactions: Nonchalance, concern, fear, and panic - American Thinker.
","political/bias
",Negative-Neutral
"Leftists mock Ted Cruz for...protecting them from coronavirus - American Thinker.
","political/bias
",Neutral-Neutral
"Hunter Biden To Skip Deposition Over Child Support, Cites Coronavirus Concerns And Pregnant Wife.
","political/bias
",Neutral-Neutral
"Trump Admin Gets Major Insurance Companies To Waive Copays On Coronavirus Testing.
","political/bias
",Neutral-Neutral
"Hunter Biden claims he can’t attend child support deposition because of coronavirus fear.
","clickbait
",Neutral-Neutral
"Trump delivers message as Democrats cheer on coronavirus pandemic, cancellations abound.
","clickbait
",Positive-Neutral
"And We ALL know the party of hate truly is. They expose themselves and care not. 😑😑.
","clickbait
",Negative-Anger
"yeah, please do resign President Trump. I dont know how much more improved economy, tax cuts, slashing pork belly dem spending I can take. I miss the broke-ass Obama days and my near-empty pantry w/ a few Ramen Noodle packs. (disclaimer-post was B.S. 👆).
","clickbait
",Very negative-Anger
"#Bernie says #Coronavirus shows we need #MedicareforAll, but in the UK, which has fully socialized #healthcare, people sit on waiting lists for #COVID19 tests and treatment until after they recover. We dont need that. #NeverSocialism #MAGA #Trump2020.
","clickbait
",Negative-Sadness
"Bette Midler falsely suggests Trump has coronavirus: Why should we believe he tested negative.
","clickbait
",Negative-Anger
"#Monday #MondayMotivation #MondayMorning #MondayMood #MondayVibes #MondayBlues #MondayThoughts #WuhanVirus #WuhanFlu #Fake #WaPo ‘#conservative’ #JenniferRubin: More #Republicans will #die from #coronavirus.....
","clickbait
",Neutral-Neutral
